Date,GiaDieuChinh,Close,ThayDoi,Volume,GiaTriKhopLenh,KLThoaThuan,GtThoaThuan,Open,High,Low
2010-06-07,23.5,23500.0,-0.5(-2.08 %),21000,485830000,0,0,23400.0,23500.0,22800.0
2010-06-08,23.9,23900.0,0.4(1.70 %),850,20260000,0,0,23800.0,23900.0,23800.0
2010-06-09,24.2,24200.0,0.3(1.26 %),12450,300037000,0,0,23900.0,24200.0,23500.0
2010-06-10,24.0,24000.0,-0.2(-0.83 %),13700,330476000,0,0,24100.0,24300.0,24000.0
2010-06-11,23.9,23900.0,-0.1(-0.42 %),14810,356157000,0,0,23800.0,24500.0,23800.0
2010-06-14,24.0,24000.0,0.1(0.42 %),8240,196820000,0,0,23800.0,24300.0,23700.0
2010-06-15,24.0,24000.0,0(0.00 %),16690,399560000,0,0,24000.0,24100.0,23800.0
2010-06-16,24.1,24100.0,0.1(0.42 %),21980,530836000,0,0,24200.0,24200.0,24000.0
2010-06-17,24.3,24300.0,0.2(0.83 %),9970,243001000,0,0,24100.0,24900.0,24000.0
2010-06-18,24.5,24500.0,0.2(0.82 %),12390,302509000,0,0,24100.0,24500.0,24100.0
2010-06-21,25.7,25700.0,1.2(4.90 %),45870,1156347000,0,0,24500.0,25700.0,24500.0
2010-06-22,25.5,25500.0,-0.2(-0.78 %),22400,573949000,0,0,25800.0,25800.0,25000.0
2010-06-23,25.4,25400.0,-0.1(-0.39 %),9930,253128000,0,0,25000.0,25900.0,25000.0
2010-06-24,25.1,25100.0,-0.3(-1.18 %),21190,534081000,0,0,25400.0,25800.0,25100.0
2010-06-25,24.2,24200.0,-0.9(-3.59 %),930,22580000,0,0,25000.0,25300.0,24200.0
2010-06-28,24.2,24200.0,0(0.00 %),4030,97672000,0,0,24200.0,24300.0,23900.0
2010-06-29,24.8,24800.0,0.6(2.48 %),22770,556292000,0,0,24200.0,24800.0,24200.0
2010-06-30,24.8,24800.0,0(0.00 %),21090,521067000,0,0,24800.0,24800.0,24500.0
2010-07-01,25.8,25800.0,1(4.03 %),48350,1238510000,0,0,25000.0,26000.0,24800.0
2010-07-02,25.6,25600.0,-0.2(-0.78 %),41280,1072469000,0,0,26500.0,26500.0,25600.0
2010-07-05,25.8,25800.0,0.2(0.78 %),25560,660372000,0,0,25300.0,26200.0,25300.0
2010-07-06,24.6,24600.0,-1.2(-4.65 %),34900,870221000,0,0,25800.0,25800.0,24600.0
2010-07-07,24.6,24600.0,0(0.00 %),26900,664269000,0,0,25000.0,25300.0,24100.0
2010-07-08,25.7,25700.0,1.1(4.47 %),66220,1669441000,0,0,25000.0,25700.0,24500.0
2010-07-09,26.9,26900.0,1.2(4.67 %),136240,3647465000,0,0,26200.0,26900.0,25700.0
2010-07-12,28.2,28200.0,1.3(4.83 %),69600,1962720000,0,0,28200.0,28200.0,28200.0
2010-07-13,29.6,29600.0,1.4(4.96 %),86730,2567208000,0,0,29600.0,29600.0,29600.0
2010-07-14,28.5,28500.0,-1.1(-3.72 %),276030,8277337000,0,0,31000.0,31000.0,28200.0
2010-07-15,27.2,27200.0,-1.3(-4.56 %),150990,4100377000,0,0,27100.0,28000.0,27100.0
2010-07-16,28.0,28000.0,0.8(2.94 %),53060,1496735000,0,0,27500.0,28500.0,27000.0
2010-07-19,28.2,28200.0,0.2(0.71 %),16050,446132000,0,0,27000.0,28200.0,27000.0
2010-07-20,26.9,26900.0,-1.3(-4.61 %),37870,1030923000,0,0,28000.0,28000.0,26900.0
2010-07-21,25.8,25800.0,-1.1(-4.09 %),57980,1501444000,0,0,27000.0,27000.0,25600.0
2010-07-22,25.1,25100.0,-0.7(-2.71 %),110420,2774217000,0,0,26600.0,26600.0,24800.0
2010-07-23,25.0,25000.0,-0.1(-0.40 %),43570,1093632000,0,0,25400.0,25400.0,25000.0
2010-07-26,25.0,25000.0,0(0.00 %),12900,323275000,0,0,26000.0,26000.0,24800.0
2010-07-27,24.9,24900.0,-0.1(-0.40 %),51070,1269008000,0,0,24500.0,25500.0,24500.0
2010-07-28,24.5,24500.0,-0.4(-1.61 %),17680,436560000,25660,610708000,25000.0,25000.0,24500.0
2010-07-29,25.0,25000.0,0.5(2.04 %),12000,298074000,0,0,25200.0,25200.0,24500.0
2010-07-30,24.5,24500.0,-0.5(-2.00 %),20960,522645000,0,0,25000.0,25100.0,24500.0
2010-08-02,24.5,24500.0,0(0.00 %),43020,1055976000,0,0,24500.0,25100.0,24100.0
2010-08-03,24.4,24400.0,-0.1(-0.41 %),11860,290545000,0,0,24500.0,25000.0,24400.0
2010-08-04,24.2,24200.0,-0.2(-0.82 %),8700,210074000,0,0,24400.0,24400.0,24000.0
2010-08-05,24.2,24200.0,0(0.00 %),18360,445917000,0,0,24200.0,24400.0,24200.0
2010-08-06,23.9,23900.0,-0.3(-1.24 %),7750,184913000,0,0,23700.0,24600.0,23700.0
2010-08-09,23.4,23400.0,-0.5(-2.09 %),8150,192534000,0,0,24600.0,24600.0,23400.0
2010-08-10,22.5,22500.0,-0.9(-3.85 %),26190,594801000,0,0,23000.0,23000.0,22500.0
2010-08-11,23.5,23500.0,1(4.44 %),6930,158517000,0,0,23000.0,23500.0,22500.0
2010-08-12,22.4,22400.0,-1.1(-4.68 %),34960,789054000,0,0,22800.0,23000.0,22400.0
2010-08-13,22.4,22400.0,0(0.00 %),2910,66270000,0,0,23000.0,23000.0,22400.0
2010-08-16,23.5,23500.0,1.1(4.91 %),16880,395710000,0,0,23500.0,23500.0,23000.0
2010-08-17,22.8,22800.0,-0.7(-2.98 %),22240,509241000,0,0,23500.0,23500.0,22700.0
2010-08-18,21.9,21900.0,-0.9(-3.95 %),10510,230734000,0,0,22600.0,22900.0,21700.0
2010-08-19,21.9,21900.0,0(0.00 %),210,4606000,0,0,22600.0,22600.0,21900.0
2010-08-20,21.8,21800.0,-0.1(-0.46 %),9240,198049000,0,0,22000.0,22000.0,21000.0
2010-08-23,21.8,21800.0,0(0.00 %),200,4360000,0,0,21800.0,21800.0,21800.0
2010-08-24,20.8,20800.0,-1(-4.59 %),17570,366396000,0,0,21000.0,21000.0,20800.0
2010-08-25,19.8,19800.0,-1(-4.81 %),11120,220186000,0,0,19800.0,20000.0,19800.0
2010-08-26,20.0,20000.0,0.2(1.01 %),28590,545461000,0,0,19000.0,20000.0,18900.0
2010-08-27,19.9,19900.0,-0.1(-0.50 %),3130,59818000,0,0,19100.0,19900.0,19000.0
2010-08-30,20.8,20800.0,0.9(4.52 %),33370,675486000,0,0,19500.0,20800.0,19500.0
2010-08-31,21.8,21800.0,1(4.81 %),55470,1206074000,0,0,21300.0,21800.0,21100.0
2010-09-01,22.8,22800.0,1(4.59 %),67160,1526984000,0,0,22800.0,22800.0,21800.0
2010-09-06,23.9,23900.0,1.1(4.82 %),18800,445930000,0,0,22800.0,23900.0,22800.0
2010-09-07,24.3,24300.0,0.4(1.67 %),26080,627398000,0,0,23900.0,24900.0,23500.0
2010-09-08,23.1,23100.0,-1.2(-4.94 %),11810,278847000,0,0,24300.0,24300.0,23100.0
2010-09-09,23.1,23100.0,0(0.00 %),41800,964118000,0,0,24000.0,24000.0,22000.0
2010-09-10,22.0,22000.0,-1.1(-4.76 %),32680,744630000,0,0,23000.0,23000.0,22000.0
2010-09-13,20.9,20900.0,-1.1(-5.00 %),24810,518679000,0,0,20900.0,21000.0,20900.0
2010-09-14,21.9,21900.0,1(4.78 %),61910,1274806000,0,0,20000.0,21900.0,20000.0
2010-09-15,22.9,22900.0,1(4.57 %),30850,696445000,0,0,22800.0,22900.0,21900.0
2010-09-16,23.5,23500.0,0.6(2.62 %),37550,871377000,0,0,22900.0,23500.0,21800.0
2010-09-17,24.1,24100.0,0.6(2.55 %),56440,1335203000,0,0,23000.0,24100.0,22400.0
2010-09-20,22.9,22900.0,-1.2(-4.98 %),95670,2301272000,0,0,23100.0,25200.0,22900.0
2010-09-21,22.9,22900.0,0(0.00 %),12990,305878000,0,0,23800.0,23800.0,21800.0
2010-09-22,22.1,22100.0,-0.8(-3.49 %),3920,87052000,0,0,22900.0,22900.0,22000.0
2010-09-23,22.2,22200.0,0.1(0.45 %),44440,942951000,0,0,21300.0,22800.0,21000.0
2010-09-24,22.3,22300.0,0.1(0.45 %),45220,974753000,0,0,21200.0,22300.0,21200.0
2010-09-27,21.2,21200.0,-1.1(-4.93 %),46380,994777000,0,0,22600.0,22900.0,21200.0
2010-09-28,21.8,21800.0,0.6(2.83 %),41360,865037000,0,0,21800.0,21800.0,20500.0
2010-09-29,21.6,21600.0,-0.2(-0.92 %),5580,117609000,0,0,21000.0,21700.0,21000.0
2010-09-30,21.9,21900.0,0.3(1.39 %),35800,751390000,0,0,20600.0,21900.0,20600.0
2010-10-01,21.9,21900.0,0(0.00 %),8570,186506000,0,0,21900.0,21900.0,21000.0
2010-10-04,20.9,20900.0,-1(-4.57 %),13000,276202000,0,0,21800.0,21800.0,20900.0
2010-10-05,20.9,20900.0,0(0.00 %),86130,1814923000,0,0,21300.0,21700.0,19900.0
2010-10-06,20.4,20400.0,-0.5(-2.39 %),14690,303025000,0,0,20900.0,20900.0,20300.0
2010-10-07,20.6,20600.0,0.2(0.98 %),6150,121588000,0,0,20400.0,20600.0,19700.0
2010-10-08,19.8,19800.0,-0.8(-3.88 %),14590,288896000,0,0,21000.0,21000.0,19800.0
2010-10-11,20.4,20400.0,0.6(3.03 %),21630,433294000,0,0,20000.0,20400.0,19800.0
2010-10-12,20.4,20400.0,0(0.00 %),11690,237068000,0,0,19800.0,20400.0,19800.0
2010-10-13,20.0,20000.0,-0.4(-1.96 %),12900,258875000,0,0,20200.0,20200.0,19800.0
2010-10-14,19.0,19000.0,-1(-5.00 %),10700,212369000,0,0,20700.0,20700.0,19000.0
